product_id,score_mean,score_count,score_std,helpful_votes_sum,helpful_votes_mean,total_votes_sum,total_votes_mean,cluster,pca_1,pca_2
B0000520TB,4.666666666666667,3,0.5773502691896257,10,3.3333333333333335,10,3.3333333333333335,0,-0.3463766732359743,-0.02783494502861966
B0000520TD,3.4,5,1.140175425099138,21,4.2,28,5.6,0,0.0712494448921339,0.7836983361673135
B000055ZON,3.9166666666666665,12,1.0836246694508318,41,3.4166666666666665,48,4.0,0,-0.05231919417044892,0.23088877069050343
B000056C5F,4.0,5,0.0,17,3.4,21,4.2,0,-0.22307493402259967,0.16387409342120224
B000056C5G,2.5714285714285716,7,1.8126539343499315,39,5.571428571428571,54,7.714285714285714,0,0.5465872310661484,1.547152718275047
B000056PYS,1.875,8,0.9910312089651149,28,3.5,30,3.75,0,-0.07479687576214261,0.7804634448448546
B000056PYU,3.3,10,1.7029386365926402,62,6.2,66,6.6,0,0.5738409160725064,1.253193469354321
B000056PYV,2.4,15,1.5023790657297036,48,3.2,54,3.6,0,0.005958261298199004,0.5694700766875362
B000056PYW,3.1923076923076925,52,1.521589230318755,207,3.980769230769231,348,6.6923076923076925,0,1.3590448698240238,0.3235526511190862
B000056PYY,3.375,8,1.7677669529663689,7,0.875,7,0.875,0,-0.6968888477446779,-0.2739519795400082
B000056QJ6,3.0,3,1.0,5,1.6666666666666667,5,1.6666666666666667,0,-0.6015274080915471,-0.017695692068477223
B000056W15,2.3333333333333335,3,1.5275252316519468,25,8.333333333333334,27,9.0,0,0.8421231199033534,2.2493622173935126
B000058AKY,3.3333333333333335,3,1.5275252316519468,4,1.3333333333333333,8,2.6666666666666665,0,-0.537833713568329,0.041707015912803326
B000059LK4,3.6666666666666665,3,2.3094010767585034,23,7.666666666666667,25,8.333333333333334,0,0.6946304930898497,1.8160256682652565
B000059LK9,4.0,5,1.7320508075688772,14,2.8,22,4.4,0,-0.1974463129449822,0.33274979849802794
B000059LKA,2.6666666666666665,3,2.0816659994661326,4,1.3333333333333333,6,2.0,0,-0.5489378393965172,0.20756483001113368
B000059MYY,4.559322033898305,59,0.7937511648794703,171,2.8983050847457625,255,4.322033898305085,0,0.7652261737751453,-0.5571743408809802
B000059MZ2,4.559322033898305,59,0.7937511648794705,171,2.8983050847457625,255,4.322033898305085,0,0.7652261737751453,-0.5571743408809802
B000059MZ7,4.559322033898305,59,0.7937511648794703,171,2.8983050847457625,255,4.322033898305085,0,0.7652261737751453,-0.5571743408809802
B000059Z6N,2.909090909090909,22,1.6877454928053721,63,2.8636363636363638,78,3.5454545454545454,0,0.06599551644352206,0.32882408315881867
B000059Z89,3.6666666666666665,3,2.3094010767585034,8,2.6666666666666665,11,3.6666666666666665,0,-0.2779684454125994,0.4074479668929356
B000059Z8A,2.5,6,1.51657508881031,34,5.666666666666667,35,5.833333333333333,0,0.3390491762025514,1.3206273754085545
B000059ZSL,3.3333333333333335,9,1.5811388300841898,36,4.0,44,4.888888888888889,0,0.09320484876496443,0.6884474485944935
B00005A1OL,5.0,3,0.0,3,1.0,4,1.3333333333333333,0,-0.8218620042428869,-0.8295581469829861
B00005A1OO,3.2857142857142856,21,1.8477785890862883,46,2.1904761904761907,55,2.619047619047619,0,-0.17065074327300644,0.05989006617409451
B00005A1OS,2.6666666666666665,3,2.0816659994661326,12,4.0,12,4.0,0,-0.07397890340626527,0.8964403922418592
B00005A1OT,3.6666666666666665,3,1.5275252316519468,20,6.666666666666667,23,7.666666666666667,0,0.4895208205650728,1.4599714655385034
B00005A1OV,4.333333333333333,3,1.1547005383792517,12,4.0,14,4.666666666666667,0,-0.11552644680068855,0.4177548628340865
B00005A1OX,4.25,4,0.9574271077563381,14,3.5,14,3.5,0,-0.26224740612643227,0.17052992112086868
B00005AG13,4.0,3,1.0,10,3.3333333333333335,11,3.6666666666666665,0,-0.2737658325534572,0.24736672808009239
B00005AG14,2.4,5,1.51657508881031,20,4.0,27,5.4,0,0.08239912192719191,1.03966346720518
B00005AL09,4.333333333333333,3,0.5773502691896257,15,5.0,15,5.0,0,-0.00015801222656883915,0.5429182632217967
B00005AL0E,2.0,3,1.0,6,2.0,7,2.3333333333333335,0,-0.4686413207923866,0.38272622406108336
B00005AL0F,2.75,4,2.0615528128088303,5,1.25,11,2.75,0,-0.4823762410377639,0.2564296750873251
B00005AQ29,4.3125,16,1.1954775893619531,121,7.5625,180,11.25,0,1.4030365228513573,1.573953866255686
B00005AQRW,4.3125,16,1.1954775893619531,121,7.5625,180,11.25,0,1.4030365228513573,1.573953866255686
B00005AR2B,4.3125,16,1.1954775893619531,121,7.5625,180,11.25,0,1.4030365228513573,1.573953866255686
B00005AR4J,4.3125,16,1.195477589361953,121,7.5625,180,11.25,0,1.4030365228513573,1.573953866255686
B00005B2OX,2.25,4,1.5,1,0.25,2,0.5,0,-0.8073759201792194,-0.1378859334205801
B00005BA8Z,2.6,5,2.1908902300206643,31,6.2,37,7.4,0,0.5445610282671806,1.6865915642643654
B00005BA90,2.125,8,1.246423454758225,29,3.625,31,3.875,0,-0.04509446788772521,0.7857727587949762
B00005BA91,5.0,4,0.0,6,1.5,7,1.75,0,-0.7176001058565106,-0.7033216830991968
B00005BA92,4.333333333333333,3,0.5773502691896258,4,1.3333333333333333,5,1.6666666666666667,0,-0.7054407796354459,-0.47869946714799383
B00005BA94,3.576923076923077,26,1.879852694720029,138,5.3076923076923075,156,6.0,0,0.831232624540713,0.7515575802667903
B00005BA96,4.024390243902439,41,1.293982319779694,204,4.975609756097561,241,5.878048780487805,0,1.1117048155309055,0.27356300028094255
B00005BIDT,3.608695652173913,23,1.4377738611789157,83,3.608695652173913,97,4.217391304347826,0,0.24574944057886017,0.2829745378272811
B00005BIDU,3.5483870967741935,31,1.3376274936722694,76,2.4516129032258065,93,3.0,0,0.03928292107374378,-0.09881049761048338
B00005CDP6,4.0,4,0.816496580927726,11,2.75,12,3.0,0,-0.3899041441582953,0.031623691985576026
B00005CDP8,2.888888888888889,9,1.4529663145135578,20,2.2222222222222223,41,4.555555555555555,0,-0.15070561903294646,0.4671890240893216
B00005CDP9,4.666666666666667,9,1.0,21,2.3333333333333335,29,3.2222222222222223,0,-0.35389952564906335,-0.20685339435121736
B00005CDPA,1.6666666666666667,3,1.1547005383792517,0,0.0,2,0.6666666666666666,0,-0.8208873829418811,-0.04669909419547593
B00005CDPD,1.5714285714285714,7,1.1338934190276817,34,4.857142857142857,34,4.857142857142857,0,0.1924545837786762,1.2445967476916213
B00005CDPF,4.5,4,1.0,12,3.0,16,4.0,0,-0.2804477309260498,0.09374145862764688
B00005IBUM,4.875,8,0.35355339059327373,22,2.75,23,2.875,0,-0.3887925480990295,-0.31809520278564396
B00005IBUQ,4.8,5,0.44721359549995787,6,1.2,6,1.2,0,-0.7648678331658904,-0.7149279333628606
B00005IBUR,3.2,5,1.6431676725154984,3,0.6,4,0.8,0,-0.7606173622327531,-0.27817660634282865
B00005KALP,3.7142857142857144,7,1.6035674514745464,4,0.5714285714285714,6,0.8571428571428571,0,-0.7631627644023306,-0.4287091830158027
B00005LDML,2.3333333333333335,3,2.3094010767585034,2,0.6666666666666666,2,0.6666666666666666,0,-0.7201590227785339,0.047654418716652026
B00005LLYE,4.428571428571429,7,1.511857892036909,16,2.2857142857142856,21,3.0,0,-0.38138977759469844,-0.08875114360398113
B00005LLYF,4.0,6,1.6733200530681511,12,2.0,20,3.3333333333333335,0,-0.3761966067143781,0.05166839831024496
B00005LLYG,3.0,10,1.699673171197595,35,3.5,39,3.9,0,-0.03056252878487633,0.5799071467390264
B00005LLYH,4.5,4,0.5773502691896258,0,0.0,0,0.0,0,-1.0034269783327998,-0.957200690537403
B00005LLYI,4.142857142857143,7,1.2149857925879117,13,1.8571428571428572,14,2.0,0,-0.5316962666776447,-0.24798275801773084
B00005LLYK,3.3333333333333335,3,1.5275252316519465,7,2.3333333333333335,7,2.3333333333333335,0,-0.4566933976419343,0.16183823461603128
B00005LLYL,4.625,8,0.7440238091428449,25,3.125,25,3.125,0,-0.2922524350139913,-0.10857533805012781
B00005LLYO,4.0,4,1.4142135623730951,5,1.25,5,1.25,0,-0.6929435747940744,-0.35001265746368565
B00005LLYP,4.6,5,0.5477225575051661,2,0.4,2,0.4,0,-0.9198322812818566,-0.8781990217847245
B00005LLYR,4.2,5,0.8366600265340756,15,3.0,15,3.0,0,-0.35103578682159614,0.01196161541006244
B00005LLYV,5.0,3,0.0,2,0.6666666666666666,3,1.0,0,-0.88869104701628,-0.9262981397336186
B00005LLYW,4.0588235294117645,17,1.1440382552221602,58,3.411764705882353,59,3.4705882352941178,0,-0.017640772700519905,0.08031577305654619
B00005LLZS,3.8333333333333335,6,0.983192080250175,21,3.5,21,3.5,0,-0.20827609244870504,0.2599277051798168
B00005LLZT,5.0,5,0.0,5,1.0,6,1.2,0,-0.8149134343729236,-0.8612667900578151
B00005LLZW,2.7142857142857144,7,1.6035674514745464,9,1.2857142857142858,16,2.2857142857142856,0,-0.5038875753655335,0.12393384923157598
B00005LLZZ,4.666666666666667,3,0.5773502691896257,10,3.3333333333333335,11,3.6666666666666665,0,-0.3165399701375282,0.014687244858547735
B00005LM04,5.0,3,0.0,2,0.6666666666666666,7,2.3333333333333335,0,-0.7693442346224956,-0.756209380184949
B00005LM07,3.25,4,0.9574271077563381,12,3.0,15,3.75,0,-0.2598422705632735,0.38257764783820647
B00005MO64,2.0,3,1.7320508075688772,3,1.0,3,1.0,0,-0.6667018204118677,0.15143545787468576
B00005NGR2,3.4285714285714284,7,1.2724180205607034,61,8.714285714285714,64,9.142857142857142,0,1.0060692686268244,1.9251940888488228
B00005NOLB,3.5,14,1.6984155512168935,43,3.0714285714285716,50,3.5714285714285716,0,-0.06412861380169908,0.29771163298617925
B00005S0M4,3.433333333333333,30,1.5465943304527225,93,3.1,103,3.433333333333333,0,0.20641600707198782,0.10514036581192897
B00005U2SQ,1.0,3,0.0,6,2.0,7,2.3333333333333335,0,-0.4764935102134224,0.5053007652359539
B00005U4U1,1.2,5,0.4472135954999579,30,6.0,31,6.2,0,0.38392245259650665,1.627067935282957
B00005Y1YR,3.6666666666666665,3,2.3094010767585034,2,0.6666666666666666,2,0.6666666666666666,0,-0.7684528113482958,-0.3005585592723619
B00005Y1Z5,3.2,5,1.3038404810405297,9,1.8,13,2.6,0,-0.46991151251862934,0.09463068613160126
B00005Y3W7,3.4,5,1.140175425099138,29,5.8,36,7.2,0,0.4045258463520164,1.2425625140658714
B00005Y3Y9,3.25,4,1.707825127659933,1,0.25,17,4.25,0,-0.49253181253674094,0.10545839629869923
B000062XQE,3.2,5,2.04939015319192,11,2.2,12,2.4,0,-0.409437707961963,0.23698399216371477
B0000633K3,1.6,20,1.142481141154959,164,8.2,170,8.5,0,1.4335103617552494,1.965980321965239
B0000633K6,1.375,8,1.0606601717798212,6,0.75,6,0.75,0,-0.6831138609170615,0.115167294360617
B0000633K7,2.608695652173913,23,1.3395769493246943,58,2.5217391304347827,66,2.869565217391304,0,-0.057212075178812924,0.22278970983116633
B0000633KG,3.8,10,1.3984117975602022,62,6.2,132,13.2,0,1.2099796077057474,1.889430293508377
B0000633KH,4.444444444444445,36,1.1069764339844028,125,3.4722222222222223,153,4.25,0,0.44439853697702997,-0.15291641493039004
B0000633KI,4.0,3,0.0,6,2.0,7,2.3333333333333335,0,-0.5851545344953865,-0.2781784352393278
B0000633KJ,2.8260869565217392,23,1.4663552190579532,61,2.652173913043478,72,3.130434782608696,0,-0.007142755919606784,0.23174678035194285
B0000633KN,4.666666666666667,3,0.5773502691896257,5,1.6666666666666667,5,1.6666666666666667,0,-0.6805218871029395,-0.5115349087817824
B0000633KT,2.6,10,0.8432740427115677,43,4.3,44,4.4,0,0.09809273438022206,0.7514855387852989
B0000633KZ,2.3333333333333335,3,2.3094010767585034,75,25.0,100,33.333333333333336,1,4.904278677140308,8.172728636692014
B0000633L0,1.6666666666666667,3,1.1547005383792517,3,1.0,3,1.0,0,-0.6800736608185942,0.15847650428208687
B0000633L3,4.666666666666667,9,0.4999999999999999,19,2.111111111111111,22,2.4444444444444446,0,-0.480971993025457,-0.4068478945077167
B0000633LC,2.3333333333333335,6,1.0327955589886444,28,4.666666666666667,30,5.0,0,0.12731208884423212,1.032938961326889
B000063CCQ,4.2,5,1.0954451150103324,8,1.6,10,2.0,0,-0.5941116198152425,-0.3032241702363363
B000063CCT,2.1578947368421053,19,1.5370663939515448,174,9.157894736842104,223,11.736842105263158,1,1.9095513935562645,2.4111853068815075
B000063ISU,2.5,6,0.5477225575051661,26,4.333333333333333,26,4.333333333333333,0,-0.0023386626798502152,0.7853537036560267
B000063ISV,2.2,10,1.2292725943057183,21,2.1,24,2.4,0,-0.3513882440332878,0.3218848854359211
B000063ISZ,3.75,4,1.4999999999999998,16,4.0,20,5.0,0,-0.02685376981507743,0.6474088996241603
B000063J5G,3.0,4,2.309401076758503,34,8.5,38,9.5,0,0.9557498184529087,2.253722404863672
B000063J5H,4.0,4,2.0,14,3.5,26,6.5,0,0.0662805609614228,0.7608670816105776
B000063J5X,4.142857142857143,7,1.5735915849388862,47,6.714285714285714,55,7.857142857142857,0,0.6299460540537227,1.3027522545497705
B000063JTA,2.25,4,0.9574271077563381,11,2.75,11,2.75,0,-0.3431010529840166,0.4764706045649538
B000063KE4,5.0,3,0.0,3,1.0,3,1.0,0,-0.851698707341333,-0.8720803368701535
B000063WV0,5.0,3,0.0,5,1.6666666666666667,6,2.0,0,-0.6882039186961009,-0.636078161481721
B00006686J,3.0,3,2.0,8,2.6666666666666665,11,3.6666666666666665,0,-0.26745763962767255,0.5386760481618127
B0000668ZU,4.0,4,1.1547005383792515,1,0.25,1,0.25,0,-0.9087734101658963,-0.6744823645218582
